barcode,product_name,retailer_name,suspicious_price,median_price_for_barcode,reason_for_flag
7290015284233,"סבון ידיים לעור יבש, פירות סגולים - אקולאב (₪5.18 ל-)",Super-Pharm,5.18,16.04,Suspiciously Low Price
7290015284646,"סבון גוף להזנה וטיפוח העור, קולקציית האגוזים - אקולאב (₪6.98 ל-)",Super-Pharm,6.98,21.439999999999998,Suspiciously Low Price
7290015284653,"סבון ידיים להזנה וטיפוח העור, קולקציית האגוזים - אקולאב (₪5.18 ל-)",Super-Pharm,5.18,16.04,Suspiciously Low Price
7290015284677,מרכך לאחר החלקה ללא מלחים,Super-Pharm,7.78,24.34,Suspiciously Low Price
7290015293631,"ד""ר פישר נטורל קר מסכת החייאה לשיער מתולתל (₪8.20 ל-)",Super-Pharm,8.2,8.2,Suspiciously Low Price
7290015320047,DANISH DELIGHTS עוגיות בטעם חמאה 114 גרם,Good Pharm,6.0,6.95,Suspiciously Low Price
7290015320047,DANISH DELIGHTS עוגיות בטעם חמאה 114 גרם,Super-Pharm,7.9,6.95,Suspiciously Low Price
7290015366663,משחת שיניים מנטה עדין,Super-Pharm,6.9,7.9,Suspiciously Low Price
7290015366663,משחת שיניים מנטה עדין,Good Pharm,7.9,7.9,Suspiciously Low Price
7290015366663,משחת שיניים מנטה עדין,Be Pharm,9.9,7.9,Suspiciously Low Price
7290015366670,אקווה פרש משחת שיניים מנטה,Good Pharm,7.9,9.9,Suspiciously Low Price
7290015366670,אקווה פרש משחת שיניים מנטה,Be Pharm,9.9,9.9,Suspiciously Low Price
7290015366670,אקווה פרש משחת שיניים מנטה,Super-Pharm,9.9,9.9,Suspiciously Low Price
7290015381260,כביסכל נוזל כלים פרוביוטי - לבנדר (₪2.65 ל-),Super-Pharm,2.65,2.65,Suspiciously Low Price
7290015381277,כלים פרוביוטי - אושן (₪2.65 ל-),Super-Pharm,2.65,9.774999999999999,Suspiciously Low Price
7290015381369,פרוביוטי רב תכליתי - רוז (₪3.72 ל-),Super-Pharm,3.72,14.309999999999999,Suspiciously Low Price
7290015381444,פרוביוטי רב תכליתי - ארומטי (₪3.72 ל-),Super-Pharm,3.72,14.309999999999999,Suspiciously Low Price
7290015381529,ריח פרוביוטי - רוז (₪9.30 ל-),Super-Pharm,9.3,9.3,Suspiciously Low Price
7290015381536,ריח פרוביוטי - ארומטי (₪9.30 ל-),Super-Pharm,9.3,9.3,Suspiciously Low Price
7290015381543,ריח פרוביוטי - ספא (₪9.30 ל-),Super-Pharm,9.3,9.3,Suspiciously Low Price
7290015381758,פרוביוטי רב תכליתי - מאסק (₪3.72 ל-),Super-Pharm,3.72,3.72,Suspiciously Low Price
7290015381918,פרוביוטי רב תכליתי - ספא (₪3.72 ל-),Super-Pharm,3.72,3.72,Suspiciously Low Price
7290015397117,רחצה מארז זוג,Super-Pharm,5.0,5.0,Suspiciously Low Price
7290015397995,עיסוי,Super-Pharm,5.0,5.0,Suspiciously Low Price
7290015424882,TO GO היפואלרגני PH3.5 20 מגבונים באריזה אישית (₪0.80 ליחידה),Super-Pharm,0.8,10.0,Suspected Unit Price (Keyword)
7290015424882,TO GO היפואלרגני PH3.5 20 מגבונים באריזה אישית (₪0.80 ליחידה),Be Pharm,10.0,10.0,Suspected Unit Price (Keyword)
7290015424882,TO GO היפואלרגני PH3.5 20 מגבונים באריזה אישית (₪0.80 ליחידה),Good Pharm,10.0,10.0,Suspected Unit Price (Keyword)
7290015446495,אול אין - חטיף חלבון בטעם שוקולד פאדג' 100 גרם,Good Pharm,17.9,17.9,Suspected Unit Price (Keyword)
7290015446556,ג'ל אנרגיה טעם אספרסו,Super-Pharm,7.9,9.4,Suspiciously Low Price
7290015446563,אול אין גל אנרגיה - בטעם קרמל מלוח,Super-Pharm,7.9,7.9,Suspiciously Low Price
7290015446570,אול אין גל אנרגיה - בטעם פירות יער,Super-Pharm,7.0,7.0,Suspiciously Low Price
7290015446891,אול אין - חטיף חלבון בטעם עוגיות קראנץ' 100 גרם,Good Pharm,17.9,17.9,Suspected Unit Price (Keyword)
7290015464154,אלין תחליב רחצה ALIN (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015464697,אלין תחליב רחצה LA BELLE (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015464703,אלין תחליב רחצה VANILA TABAC MAN (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015464727,אלין תחליב רחצה BLACK MAN (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015464734,אלין תחליב רחצה SILVER MAN (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015465229,אלין תחליב רחצה OLYMPUS (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015466196,אלין תחליב רחצה BLUE MAN (‫₪3.33 ל-‬),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015466202,אלין תחליב רחצה VICTUS MAN (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015466219,אלין תחליב רחצה CRYSTAL (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015466226,אלין תחליב רחצה SI (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015466233,אלין תחליב רחצה PARADISE (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015466844,אלין תחליב רחצה MADAM (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290015467575,אלין קרם גוף מוס OLYMPUS (‫₪9.50 ל-‬),Super-Pharm,9.5,9.5,Suspiciously Low Price
7290015467582,אלין קרם גוף מוס SI (₪9.50 ל-),Super-Pharm,9.5,9.5,Suspiciously Low Price
7290015493253,נביעות + פרי תפוח 0.5 ליטר,Super-Pharm,9.9,9.9,Suspiciously Low Price
7290015550734,דאונט - דאודורנט אבן מינרלי אלוורה 100 גרם,Good Pharm,40.0,40.0,Suspected Unit Price (Keyword)
7290015596817,"ד""ר פישר אפקטיב קר קרם גוף מועשר בשמן קוקוס (₪6.87 ל-)",Super-Pharm,6.87,17.384999999999998,Suspiciously Low Price
7290015596831,"ד""ר פישר אפקטיב קר קרם גוף מועשר בשמן אבוקדו (₪6.87 ל-)",Super-Pharm,6.87,19.384999999999998,Suspiciously Low Price
7290015733205,קייר מהדרין תרכובת מזון לתינוקות שלב 1 (₪9.27 ל-),Super-Pharm,9.27,62.9,Suspiciously Low Price
7290015733229,קייר מהדרין תרכובת מזון המשך לתינוקות שלב 2 (₪9.27 ל-),Super-Pharm,9.27,62.9,Suspiciously Low Price
7290015733243,קייר מהדרין תרכובת מזון המשך לפעוטות שלב 3 (₪9.27 ל-),Super-Pharm,9.27,62.9,Suspiciously Low Price
7290015733427,וגם דייסת וניל 6+ (₪7.97 ל-),Super-Pharm,7.97,15.235,Suspiciously Low Price
7290015733441,וגם דייסת דגנים מעורבים 6+ (₪7.97 ל-),Super-Pharm,7.97,15.235,Suspiciously Low Price
7290015821131,אחת שתיים - נרות חימום אקו 50 יח',Good Pharm,8.9,8.9,Suspiciously Low Price
7290015833134,ג'ל הגייני לניקוי הידיים 70% אלכוהול (₪4.45 ל-),Super-Pharm,4.45,4.45,Suspiciously Low Price
7290015842631,"אחת שתיים - כוס לברד 330 מ""ל 40 יח'",Good Pharm,5.9,5.9,Suspiciously Low Price
7290015875899,ווינר 400 מל' תכשיר מוכן לקטילה ולמניעת חרקים זוחלים ואחרים בבית ובגינה (₪7.25 ל-),Super-Pharm,7.25,7.25,Suspiciously Low Price
7290015912914,אדקס כמוסות ליקוויד ג'ל 400 - חדש 20 כמוסות נוזל (₪2.51 ליחידה),Super-Pharm,2.51,26.395,Suspected Unit Price (Keyword)
7290015912914,אדקס כמוסות ליקוויד ג'ל 400 - חדש 20 כמוסות נוזל (₪2.51 ליחידה),Good Pharm,50.28,26.395,Suspected Unit Price (Keyword)
7290015912938,אדקס כמוסות ליקוויד ג'ל 200 - חדש 16 כמוסות נוזל (₪1.89 ליחידה),Super-Pharm,1.89,16.07,Suspected Unit Price (Keyword)
7290015912938,אדקס כמוסות ליקוויד ג'ל 200 - חדש 16 כמוסות נוזל (₪1.89 ליחידה),Good Pharm,30.25,16.07,Suspected Unit Price (Keyword)
7290015930185,שיער גדולות מארז (₪0.82 ליחידה),Super-Pharm,0.82,0.82,Suspected Unit Price (Keyword)
7290015968102,שיניים רפואיים עם חוט דנטלי בקופסא,Be Pharm,9.9,9.9,Suspiciously Low Price
7290016092035,אליסיום תרסיס טבעי לניקוי וחיטוי צעצועים ומשטחי אכילה 400 מ״ל (₪7.47 ל-),Super-Pharm,7.47,7.47,Suspiciously Low Price
7290016092363,REGULAR | מגבונים היגייניים לאיזורים אינטימיים (₪1.66 ליחידה),Super-Pharm,1.66,1.66,Suspected Unit Price (Keyword)
7290016092370,ULTRA | מגבונים היגייניים לאיזורים האינטימיים | לעור רגיש (₪2.33 ליחידה),Super-Pharm,2.33,2.33,Suspected Unit Price (Keyword)
7290016094695,"ד""ר פישר אלכוג'ל אלכו-ג'ל H - ג'ל לשמירת על היגיינת הידיים 70% אלכוהול (₪5.98 ל-)",Super-Pharm,5.98,17.939999999999998,Suspiciously Low Price
7290016102192,אחת שתיים - מאפינס אישיים גדולים מנייר 20 יח',Good Pharm,6.9,6.9,Suspiciously Low Price
7290016102239,אחת שתיים - נר נשמה 48 שעות בכוס זכוכית,Good Pharm,3.9,3.9,Suspiciously Low Price
7290016102246,אחת שתיים - נר נשמה 26 שעות בכוס זכוכית,Good Pharm,2.9,2.9,Suspiciously Low Price
7290016102253,אחת שתיים - נר נשמה 72 שעות בכוס זכוכית,Good Pharm,5.9,5.9,Suspiciously Low Price
7290016102482,אחת שתיים - מפת אל בד צבעוני 120 * 180,Good Pharm,3.9,3.9,Suspiciously Low Price
7290016102697,אחת שתיים - צלחות גדול שקופות קריסטל 25 יח',Good Pharm,8.9,8.9,Suspiciously Low Price
7290016102703,אחת שתיים - צלחות קטן שקופות קריסטל 25 יח',Good Pharm,5.9,5.9,Suspiciously Low Price
7290016102710,אחת שתיים - מרקיות שקופות קריסטל 25 יח',Good Pharm,6.9,6.9,Suspiciously Low Price
7290016102727,אחת שתיים - לפתניות שקופות קריסטל 25 יח',Good Pharm,3.9,3.9,Suspiciously Low Price
7290016102734,אחת שתיים - קעריות אובלי שקופות קריסטל 25 יח',Good Pharm,3.9,3.9,Suspiciously Low Price
7290016102796,אחת שתיים - גביע 1/4 אמריקאי 8 יח',Good Pharm,5.9,5.9,Suspiciously Low Price
7290016102802,אחת שתיים - גביע קילו אמריקאי 4 יח',Good Pharm,5.9,5.9,Suspiciously Low Price
7290016117394,GOOD PHARM – כריות קרצוף ארוכות,Good Pharm,7.9,7.9,Suspiciously Low Price
7290016117431,GOOD PHARM – כרית מתכת,Good Pharm,7.9,7.9,Suspiciously Low Price
7290016136739,GFREE פתיתי פוזילי על בסיס קמח תירס וקמח,Super-Pharm,6.9,6.9,Suspiciously Low Price
7290016186178,טיפות לניקוי שיניים מהשן הראשונה לגילאי 3-24 חודשים (₪154.50 ל-),Super-Pharm,154.5,29.9,Potential Pricing Error
7290016273090,סוכריה גדולה על מקל,Good Pharm,4.9,5.9,Suspiciously Low Price
7290016273090,סוכריה גדולה על מקל,Super-Pharm,6.9,5.9,Suspiciously Low Price
7290016299021,מרכך טיפולי חומצה היאלורונית,Super-Pharm,9.09,29.125,Suspiciously Low Price
7290016299076,טיפולי חומצה היאלורונית וקרטין (₪9.09 ל-),Super-Pharm,9.09,29.125,Suspiciously Low Price
7290016299410,חומצה היאלורונית וחמאת שיאה (₪9.09 ל-),Super-Pharm,9.09,28.35,Suspiciously Low Price
7290016299618,קיק (₪9.09 ל-),Super-Pharm,9.09,29.125,Suspiciously Low Price
7290016299632,ארגן (₪9.09 ל-),Super-Pharm,9.09,29.125,Suspiciously Low Price
7290016299687,חומצה היאלורונית וחמאת שיאה (₪9.09 ל-),Super-Pharm,9.09,28.35,Suspiciously Low Price
7290016299755,קיק (₪9.09 ל-),Super-Pharm,9.09,29.125,Suspiciously Low Price
7290016321531,רצועות שעווה לרגליים ולגוף בתוספת אלוורה 12 רצועות + 3 מגבוני ניקוי (₪3.32 ליחידה),Super-Pharm,3.32,20.91,Suspected Unit Price (Keyword)
7290016321531,רצועות שעווה לרגליים ולגוף בתוספת אלוורה 12 רצועות + 3 מגבוני ניקוי (₪3.32 ליחידה),Be Pharm,38.5,20.91,Suspected Unit Price (Keyword)
7290016350005,דאו סטיק לגבר בלו וויב,Be Pharm,9.9,9.9,Suspiciously Low Price
7290016350012,דאו סטיק לגבר גולדן ספלא,Be Pharm,9.9,9.9,Suspiciously Low Price
7290016350029,דאו סטיק לגבר גרין נטור,Be Pharm,9.9,9.9,Suspiciously Low Price
7290016350036,Care&Beauty Line קרם לידיים ולציפורניים מועשר בבוץ ים המלח (₪7.56 ל-),Super-Pharm,7.56,7.56,Suspiciously Low Price
7290016366037,שמן לזקן - גבר פרוע 50 מ״ל (₪2.20 ל-),Super-Pharm,2.2,2.2,Suspiciously Low Price
7290016366785,ערכת שמן ומסרק לזקן גבר פרוע (₪85 ליחידה),Super-Pharm,85.0,85.0,Suspected Unit Price (Keyword)
7290016366792,ערכת שמן ומסרק לזקן טרופי (₪85 ליחידה),Super-Pharm,85.0,85.0,Suspected Unit Price (Keyword)
7290016366808,מארז גילוח רוזל (₪91.67 ליחידה),Super-Pharm,91.67,91.67,Suspected Unit Price (Keyword)
7290016372373,רסק עגבניות זוג * 140 גרם,Super-Pharm,7.9,8.9,Suspiciously Low Price
7290016372373,רסק עגבניות זוג * 140 גרם,Good Pharm,9.9,8.9,Suspiciously Low Price
7290016437416,דיפנד תחתונים סופגים לבריחת שתן נשים S/M,Super-Pharm,2.0,68.9,Suspiciously Low Price
7290016437423,דיפנד תחתונים סופגים לבריחת שתן L גזרה גבוהה לנשים 44-48,Super-Pharm,2.0,68.9,Suspiciously Low Price
7290016437430,דיפנד תחתון סופג לאישה XL,Super-Pharm,2.0,68.9,Suspiciously Low Price
7290016437454,דיפנד תחתונים סופגים לבריחת שתן גברים S/M,Super-Pharm,2.0,68.9,Suspiciously Low Price
7290016437461,דיפנד תחתונים סופגים לבריחת שתן גברים XL/L,Super-Pharm,2.0,68.9,Suspiciously Low Price
7290016437621,פנטס תחתוני חיתולים מידה 4 9- (₪1.41 ליחידה),Super-Pharm,1.41,25.854999999999997,Suspected Unit Price (Keyword)
7290016437621,פנטס תחתוני חיתולים מידה 4 9- (₪1.41 ליחידה),Be Pharm,50.3,25.854999999999997,Suspected Unit Price (Keyword)
7290016437645,פנטס תחתוני חיתולים מידה 5 12- (₪1.59 ליחידה),Super-Pharm,1.59,25.945,Suspected Unit Price (Keyword)
7290016437645,פנטס תחתוני חיתולים מידה 5 12- (₪1.59 ליחידה),Be Pharm,50.3,25.945,Suspected Unit Price (Keyword)
7290016437652,פנטס תחתוני חיתולים האגיס פנטס מידה 6 15- (₪1.96 ליחידה),Super-Pharm,1.96,26.13,Suspected Unit Price (Keyword)
7290016437652,פנטס תחתוני חיתולים האגיס פנטס מידה 6 15- (₪1.96 ליחידה),Be Pharm,50.3,26.13,Suspected Unit Price (Keyword)
7290016505047,פנדה - טבלה קרמלח 100 גרם,Good Pharm,19.9,20.4,Suspected Unit Price (Keyword)
7290016505047,פנדה - טבלה קרמלח 100 גרם,Super-Pharm,20.9,20.4,Suspected Unit Price (Keyword)
7290016505184,פנדה שוקולד קרם חלבה 100 גרם,Super-Pharm,20.9,20.9,Suspected Unit Price (Keyword)
7290016509304,אסלה לבנדר יחידה אחת () (₪21.80 ל-),Good Pharm,7.9,14.850000000000001,Suspiciously Low Price
7290016516593,תיאודור (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290016516616,ליברטאד (₪3.33 ל-),Super-Pharm,3.33,3.33,Suspiciously Low Price
7290016516753,ניקו (₪2.20 ל-),Super-Pharm,2.2,2.2,Suspiciously Low Price
7290016516760,תיאודור (₪2.20 ל-),Super-Pharm,2.2,2.2,Suspiciously Low Price
7290016618037,"רימי אנטיפליי – תרסיס ספריי מוכן לקטילת זבובים ומעופפים שונים, 750 סמ""ק, מתאים לשימוש ביתי (₪0.05 ל-1 ק""ג)",Super-Pharm,0.05,0.05,Suspiciously Low Price
7290016618075,– פיתיון גרגירי לנמלים כולל נמלת האש (₪0.66 ל-),Super-Pharm,0.66,0.66,Suspiciously Low Price
7290016621013,קרם גוף לתינוק (₪6.18 ל-),Super-Pharm,6.18,19.9,Suspiciously Low Price
7290016621907,פרוקטו סופט מגבונים,Super-Pharm,0.42,9.9,Suspiciously Low Price
7290016621907,פרוקטו סופט מגבונים,Be Pharm,9.9,9.9,Suspiciously Low Price
7290016866704,קרטין +ויטמין E לשיקום שיער יבש ופגום (₪4.39 ל-),Super-Pharm,4.39,20.0,Suspiciously Low Price
7290016866711,קרטין +ויטמין E לשיקום שיער יבש ופגום (₪4.39 ל-),Super-Pharm,4.39,20.0,Suspiciously Low Price
7290016866728,קרטין +ויטמין E לשיקום שיער יבש ופגום (₪7.78 ל-),Super-Pharm,7.78,25.0,Suspiciously Low Price
7290016866735,לחות קרטין +ויטמין E לשיקום שיער יבש ופגום (₪9.97 ל-),Super-Pharm,9.97,25.0,Suspiciously Low Price
7290016898033,אחת שתיים - מכסה לסיר אלומיניום גדול 2 יח',Good Pharm,6.9,6.9,Suspiciously Low Price
7290016898071,אחת שתיים - תבניות אינגליש ארוך מקרטון 5 יח',Good Pharm,9.9,9.9,Suspiciously Low Price
7290016898149,אחת שתיים - נרות שבת מס' 4,Good Pharm,3.9,3.9,Suspiciously Low Price
7290016898200,נרות חנוכה צבעוניים 44 יח',Good Pharm,3.9,3.9,Suspiciously Low Price
7290016898323,אחת שתיים - OZ10 כוסות קרטון + מכסה ארוז 12 יח',Good Pharm,7.9,7.9,Suspiciously Low Price
7290016948271,מסכה תלת שכבתית מעוצבת 10 יח,Good Pharm,5.9,5.9,Suspiciously Low Price
7290016979725,ניקוי רצפות – SAG&CLEAN בניחוח Boutique (₪4.73 ל-),Super-Pharm,4.73,4.73,Suspiciously Low Price
